source_group,source_file,source_ids,page,page_count,legacy_covered,priority,selection_reason,candidate_type,markets,companies,ownership_signals,applications,geographies,metrics,company_metrics,units,risk_flags,score,visual_review_status
actuals,25_4Q_Script.pdf,,14,18,N,P1,정량키워드,시장·회사,EV|ESS,,JV,,글로벌|북미,수요|캐파|CAPA,캐파|CAPA,%|GWH,,13,대기
actuals,26_1Q_LGES_business_performance_F_KR.pdf,2026_1Q_LGES|LGES,9,16,N,P1,정량키워드,시장·회사,EV|ESS,,JV,,북미|미국,수요|용량|CAPA,CAPA,%|GWH,수주·계약,13,대기
actuals,26_2Q_Script.pdf,2026_2Q_LGES,2,11,N,P1,정량키워드,시장,EV|ESS,,JV,,북미|유럽,출하량|수요|CAPA,출하량|CAPA,%,,13,대기
actuals,26_2Q_Script.pdf,2026_2Q_LGES,4,11,N,P1,정량키워드,시장,EV|ESS,,JV,데이터센터,북미|미국|유럽,수요|CAPA,CAPA,%,수주·계약,13,대기
inbox,BNK투자증권_SK이노베이션_윤활유 최대 실적으로 SK온 실적 및 현금흐름 개선_20260703.pdf,2026-07-03_BNK투자증권_SK온,1,7,N,P1,정량키워드,시장,EV|ESS,SK온,JV,,북미|유럽,출하량|점유율,출하량,%,수주·계약,13,대기
inbox,DB증권_LG에너지솔루션_1Q26 잠정실적 AMPC가 매출로_20260408.pdf,2026-04-08_DB증권_LGES,1,3,N,P1,정량키워드,시장·회사,EV|ESS,LG에너지솔루션|Tesla,,,북미|유럽,출하량|YoY|CAPA,출하량|CAPA,%|GWH,,13,대기
inbox,DB증권_LG에너지솔루션_하반기 수주 모멘텀 집중으로 섹터 대장 확인_20260731.pdf,2026-07-31_DB증권_LGES,1,3,N,P1,정량키워드,시장,EV|ESS,LG에너지솔루션|Tesla,JV,,미국|유럽,점유율|YoY|CAPA,CAPA,%,수주·계약,13,보류
inbox,"DB증권_삼성SDI_하반기 흑자 지속, ESS 증설 가능성_20260731.pdf",2026-07-31_DB증권_삼성SDI,1,4,N,P3,정량키워드,시장,EV|ESS,삼성SDI,JV,UPS,북미|미국|유럽,YoY,,%,수주·계약,13,대기
inbox,IBK투자증권_LG에너지솔루션_1Q26 잠정 실적 코멘트_20260408.pdf,2026-04-08_IBK투자증권_LGES,2,2,N,P1,정량키워드,시장·회사,ESS,LG에너지솔루션,,,북미,YoY|CAPA,CAPA,%|GWH,,13,대기
inbox,IBK투자증권_LG에너지솔루션_90 - 20 = 70_20260731.pdf,2026-07-31_IBK투자증권_LGES,1,6,N,P1,정량키워드,시장·회사,EV|ESS,LG에너지솔루션,,,글로벌|미국|유럽|중국|한국,생산량|YoY|CAPA,생산량|CAPA,%|GWH,수주·계약,13,채택
inbox,IBK투자증권_LG에너지솔루션_매 분기 성장 예정_20260504.pdf,2026-05-04_IBK투자증권_LGES,1,6,N,P1,정량키워드,시장·회사,EV|ESS,LG에너지솔루션,,,글로벌|북미|미국|유럽|중국|한국,판매량|수요|YoY|CAPA,판매량|CAPA,%|GWH,,13,대기
inbox,IBK투자증권_삼성SDI_ESS가 좋은 날_20260731.pdf,2026-07-31_IBK투자증권_삼성SDI,1,5,N,P1,정량키워드,시장·회사,EV|ESS,삼성SDI,,,북미|유럽|중국,출하량|CAPA,출하량|CAPA,%|GWH,,13,대기
inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,16,136,N,P1,정량키워드,시장,EV,LG에너지솔루션|CATL|Tesla,,,북미|중국,판매량|점유율|YoY,판매량,%|만대,,13,채택
inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,19,136,N,P1,정량키워드,시장·회사,EV,LG에너지솔루션|SK온|CATL|BYD|Panasonic|Tesla,,,글로벌|북미|미국|유럽|중국|한국,판매량|출하량|침투율|점유율|성장률|YoY,판매량|출하량,%|GWH,,13,대기
inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,48,136,N,P1,정량키워드,시장·회사,EV,LG에너지솔루션|SK온|CATL|BYD|Panasonic|Tesla,,,글로벌|북미|미국|유럽|중국,판매량|출하량|침투율|점유율|YoY,판매량|출하량,%|GWH|만대,,13,대기
inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,68,136,N,P1,정량키워드,시장·회사,EV,CATL|Tesla,,,글로벌|미국|유럽|중국|한국,판매량|출하량|침투율,판매량|출하량,%|GWH,,13,대기
inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,84,136,N,P1,정량키워드,시장,EV,LG에너지솔루션,JV,,글로벌|북미|미국|유럽|중국,출하량|수요|점유율|YoY|CAPA,출하량|CAPA,%,수주·계약,13,대기
inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,100,136,N,P1,정량키워드,시장,EV|ESS,,JV,,글로벌,출하량|수요|침투율|YoY|CAPA,출하량|CAPA,%,수주·계약,13,대기
inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,3,116,N,P1,정량키워드,시장·회사,EV,LG에너지솔루션|CATL|Tesla,,,글로벌|북미|미국|유럽|중국|한국,판매량|출하량|용량|점유율|CAPA,판매량|출하량|CAPA,%|GWH|만대,수주·계약,13,대기
inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,5,116,N,P1,정량키워드,시장·회사,EV,LG에너지솔루션|SK온|CATL|Panasonic,,,글로벌|미국|유럽|중국,판매량|출하량|YoY,판매량|출하량,%|GWH,,13,대기
inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,14,116,N,P1,정량키워드,시장·회사,EV,LG에너지솔루션|SK온|CATL|BYD|Panasonic,,,글로벌|북미|유럽|중국|한국,출하량|점유율|YoY,출하량,%|GWH|MWH,,13,대기
inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,15,116,N,P1,정량키워드,시장·회사,EV,LG에너지솔루션|SK온|CATL|BYD|Panasonic,,,글로벌|유럽|중국,판매량|출하량|점유율|YoY,판매량|출하량,%|GWH|MWH,,13,대기
inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,16,116,N,P1,정량키워드,시장·회사,EV,CATL|Tesla,,,유럽|중국,판매량|출하량|점유율,판매량|출하량,%|GWH,,13,대기
inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,38,116,N,P1,정량키워드,시장·회사,EV,Tesla,,,북미|미국|유럽,판매량|생산량|생산능력|CAPA,판매량|생산량|생산능력|CAPA,%|GWH|만대,,13,대기
inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,42,116,N,P1,정량키워드,시장·회사,EV,Tesla,,,글로벌|북미|미국,판매량|생산량|생산능력|수요|CAPA,판매량|생산량|생산능력|CAPA,%|GWH|만대,,13,대기
inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,65,116,N,P1,정량키워드,시장·회사,EV,Tesla,,,북미|미국,판매량|용량|CAPA,판매량|CAPA,%|GW|GWH|만대,,13,대기
inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,69,116,N,P1,정량키워드,시장·회사,EV,LG에너지솔루션|CATL|Panasonic|Tesla,JV,,북미|미국|유럽|중국|한국,판매량|생산량|생산능력|CAPA,판매량|생산량|생산능력|CAPA,GWH,,13,대기
inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,70,116,N,P3,정량키워드,시장,EV,LG에너지솔루션|CATL|Panasonic|Tesla,,,글로벌|북미|유럽,수요|침투율,,%|GWH,수주·계약,13,대기
inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,91,116,N,P1,정량키워드,시장·회사,EV,LG에너지솔루션,,,북미|유럽,출하량|생산량|수요|YoY,출하량|생산량,%|GWH|만대,,13,대기
inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,102,116,N,P1,정량키워드,시장,EV,Tesla,JV,,북미|미국,출하량|수요|YoY,출하량,%,수주·계약,13,대기
inbox,KB증권_LG에너지솔루션_1~5월 국내 EV 판매 +122% YoY 급등은 긍정적_20260618.pdf,2026-06-18_KB증권_LGES,1,9,N,P1,정량키워드,시장·회사,EV|ESS,LG에너지솔루션|BYD|Tesla,,,미국|한국,판매량|출하량|침투율|점유율|성장률|YoY,판매량|출하량,%|GWH|만대,수주·계약,13,대기
inbox,KB증권_LG에너지솔루션_1~5월 국내 EV 판매 +122% YoY 급등은 긍정적_20260618.pdf,2026-06-18_KB증권_LGES,3,9,N,P1,정량키워드,시장,EV,LG에너지솔루션|BYD|Tesla,,,한국,판매량|판매대수|침투율|YoY,판매량,%|대|만대,,13,채택
inbox,KB증권_LG에너지솔루션_1~5월 국내 EV 판매 +122% YoY 급등은 긍정적_20260618.pdf,2026-06-18_KB증권_LGES,4,9,N,P1,정량키워드,시장,EV,LG에너지솔루션,,,미국|유럽|중국|한국,판매량|판매대수,판매량,%|대,,13,대기
inbox,KB증권_LG에너지솔루션_1~5월 국내 EV 판매 +122% YoY 급등은 긍정적_20260618.pdf,2026-06-18_KB증권_LGES,6,9,N,P1,정량키워드,시장·회사,EV|ESS,LG에너지솔루션|SK온,,,중국,판매량|침투율|YoY,판매량,%|GWH,,13,대기
inbox,"KB증권_LG에너지솔루션_투자포인트 ③ EV 정상화, ④ 2027년 FCF 흑자전환 시작_20260604.pdf",2026-06-04_KB증권_LGES,1,10,N,P1,정량키워드,시장·회사,EV|ESS,LG에너지솔루션,,,미국|유럽,판매량|출하량|생산능력|침투율,판매량|출하량|생산능력,%|GWH,수주·계약,13,대기
inbox,"KB증권_SK이노베이션_국내 EV 판매 호조로, 배터리 판매량 +5~10% 추가 예상_20260618.pdf",2026-06-18_KB증권_SK온,1,12,N,P1,정량키워드,시장·회사,EV,SK온|BYD|Tesla,,,글로벌|미국,판매량|출하량|침투율|점유율|성장률|YoY,판매량|출하량,%|GWH|만대,,13,대기
inbox,"KB증권_SK이노베이션_국내 EV 판매 호조로, 배터리 판매량 +5~10% 추가 예상_20260618.pdf",2026-06-18_KB증권_SK온,3,12,N,P1,정량키워드,시장,EV,SK온|BYD|Tesla,,,한국,판매량|판매대수|침투율|YoY,판매량,%|대|만대,,13,보류
inbox,"KB증권_SK이노베이션_국내 EV 판매 호조로, 배터리 판매량 +5~10% 추가 예상_20260618.pdf",2026-06-18_KB증권_SK온,4,12,N,P1,정량키워드,시장,EV,SK온,,,미국|유럽|중국|한국,판매량|판매대수,판매량,%|대,,13,대기
inbox,"KB증권_SK이노베이션_국내 EV 판매 호조로, 배터리 판매량 +5~10% 추가 예상_20260618.pdf",2026-06-18_KB증권_SK온,6,12,N,P1,정량키워드,시장·회사,EV|ESS,LG에너지솔루션|SK온,,,중국,판매량|판매대수|침투율|YoY,판매량,%|GWH,,13,대기
inbox,KB증권_SK이노베이션_정유. 사. 3Q도 증익 가능성. 배터리 재평가도 필요하다_20260731.pdf,2026-07-30_KB증권_SK온,1,10,N,P1,정량키워드,시장·회사,EV|ESS,SK온,JV,,글로벌|미국|한국,생산량,생산량,%|GW,,13,대기
inbox,"LS증권_LG에너지솔루션_4월 EV향 data, DTE 수주 및 미국 ESS_20260602.pdf",2026-06-02_LS증권_LGES,11,18,N,P3,정량키워드,시장,ESS,LG에너지솔루션|Tesla,,데이터센터|Grid/Utility,미국,용량,,%|GW|GWH,수주·계약,13,대기
inbox,"LS증권_LG에너지솔루션_4월 EV향 data, DTE 수주 및 미국 ESS_20260602.pdf",2026-06-02_LS증권_LGES,12,18,N,P1,정량키워드,시장·회사,EV|ESS,LG에너지솔루션|Tesla,,,글로벌|북미|미국|유럽|중국|한국,판매량|성장률|CAPA,판매량|CAPA,%|GWH,수주·계약,13,채택
inbox,LS증권_SK이노베이션_2Q26 Review_20260731.pdf,2026-07-31_LS증권_SK온,4,7,N,P1,정량키워드,시장,EV,LG에너지솔루션|SK온,,,글로벌,성장률|YoY,,%|GWH,,13,대기
inbox,LS증권_SK이노베이션_업데이트 노트_20260615.pdf,2026-06-15_LS증권_SK온,1,17,N,P1,정량키워드,시장·회사,EV|ESS,LG에너지솔루션|SK온,,,글로벌|미국|한국,용량|CAPA,CAPA,%|GWH,수주·계약,13,대기
inbox,LS증권_SK이노베이션_업데이트 노트_20260615.pdf,2026-06-15_LS증권_SK온,9,17,N,P1,정량키워드,시장,EV,LG에너지솔루션|SK온,JV,,미국,수요|용량,,GWH,,13,대기
inbox,LS증권_SK이노베이션_업데이트 노트_20260615.pdf,2026-06-15_LS증권_SK온,10,17,N,P1,정량키워드,시장·회사,EV,SK온,,,글로벌|중국,판매량|수요|성장률|CAPA,판매량|CAPA,%|GWH,,13,대기
inbox,"LS증권_SK이노베이션_파우치 Only 부메랑, WACC보다 낮은 ROIC_20260629.pdf",2026-06-29_LS증권_SK온,10,16,N,P1,정량키워드,시장,EV,LG에너지솔루션|SK온,JV,,미국,수요|용량,,GWH,,13,대기
inbox,LS증권_삼성SDI_2Q26 Review_20260731.pdf,2026-07-31_LS증권_삼성SDI,1,9,N,P1,정량키워드,시장,EV|ESS,LG에너지솔루션,,UPS,글로벌,수요|용량,,%,,13,대기
inbox,"LS증권_삼성SDI_4월 EV향 data, 역성장 지속 우려_20260605.pdf",2026-06-05_LS증권_삼성SDI,2,14,N,P1,정량키워드,시장·회사,EV,삼성SDI,,,글로벌,판매량|성장률,판매량,%|GWH,,13,대기
inbox,"LS증권_삼성SDI_4월 EV향 data, 역성장 지속 우려_20260605.pdf",2026-06-05_LS증권_삼성SDI,3,14,N,P1,정량키워드,시장·회사,EV,삼성SDI,,,글로벌,판매량|성장률,판매량,%|GWH,,13,대기
inbox,"LS증권_삼성SDI_4월 EV향 data, 역성장 지속 우려_20260605.pdf",2026-06-05_LS증권_삼성SDI,9,14,N,P1,정량키워드,시장,EV,LG에너지솔루션|삼성SDI|CATL|BYD|Panasonic|CALB,,상업·산업용(C&I),중국,용량,,GWH|MWH,,13,대기
inbox,LS증권_삼성SDI_상대적으로 양호한 포지션 대비 높은 가격_20260512.pdf,2026-05-12_LS증권_삼성SDI,1,4,N,P1,정량키워드,시장,EV|ESS,삼성SDI,,데이터센터|Grid/Utility|UPS,미국|유럽,수요|YoY,,%,,13,대기
inbox,NH투자증권_LG에너지솔루션_ESS 수주가 쏟아질 예정_20260528.pdf,2026-05-28_NH투자증권_LGES,1,2,N,P3,정량키워드,시장,ESS,LG에너지솔루션,,데이터센터|BESS,북미,수요,,GW|GWH,수주·계약,13,대기
inbox,NH투자증권_삼성SDI_적자폭 축소 기대_20260323.pdf,2026-03-23_NH투자증권_삼성SDI,5,8,N,P1,정량키워드,시장·회사,EV|ESS,삼성SDI,,,미국,판매량|출하량|용량|CAPA,판매량|출하량|CAPA,%|GWH,,13,대기
inbox,SK증권_전자장비와기기_배터리 패러다임의 변화 (feat. IT 탐방왕이 바라본 2차전지)_20230523.pdf,2023-05-23_SK증권_산업,26,142,N,P1,정량키워드,시장,EV,LG에너지솔루션|삼성SDI|CATL|BYD,JV,,글로벌|미국|중국|한국,판매량|침투율|성장률,판매량,%,,13,대기
inbox,SK증권_전자장비와기기_배터리 패러다임의 변화 (feat. IT 탐방왕이 바라본 2차전지)_20230523.pdf,2023-05-23_SK증권_산업,34,142,N,P3,정량키워드,시장,EV|ESS,,JV,,글로벌|중국|한국,수요,,%|GWH,수주·계약,13,대기
inbox,SK증권_전자장비와기기_배터리 패러다임의 변화 (feat. IT 탐방왕이 바라본 2차전지)_20230523.pdf,2023-05-23_SK증권_산업,50,142,N,P1,정량키워드,시장·회사,EV,LG에너지솔루션|삼성SDI|SK온,JV,,글로벌|북미|유럽|중국|한국,출하량|수요|침투율|성장률|캐파,출하량|캐파,%|GWH,수주·계약,13,대기
inbox,SK증권_전자장비와기기_배터리 패러다임의 변화 (feat. IT 탐방왕이 바라본 2차전지)_20230523.pdf,2023-05-23_SK증권_산업,56,142,N,P1,정량키워드,시장·회사,EV|ESS,CATL,,,글로벌|북미|유럽|중국,출하량|수요|점유율|성장률|YoY,출하량,%|GWH,,13,대기
inbox,SK증권_전자장비와기기_배터리 패러다임의 변화 (feat. IT 탐방왕이 바라본 2차전지)_20230523.pdf,2023-05-23_SK증권_산업,81,142,N,P3,정량키워드,시장,EV|ESS,삼성SDI,JV,,중국,수요|성장률|YoY,,%,수주·계약,13,대기
inbox,SK증권_전자장비와기기_배터리 패러다임의 변화 (feat. IT 탐방왕이 바라본 2차전지)_20230523.pdf,2023-05-23_SK증권_산업,82,142,N,P3,정량키워드,시장,EV|ESS,LG에너지솔루션|삼성SDI|SK온,JV,,중국,점유율|성장률,,%,수주·계약,13,대기
inbox,SK증권_전자제품_[2026년 연간전망] ESS 배터리의 빛과 그림자_20251124.pdf,2025-11-24_SK증권_산업,8,25,N,P1,정량키워드,시장,EV|ESS,LG에너지솔루션|삼성SDI,,,글로벌|북미|미국|유럽|중국|한국,출하량|수요|점유율|성장률|YoY,출하량,%|대,,13,대기
inbox,SK증권_전자제품_[2026년 연간전망] ESS 배터리의 빛과 그림자_20251124.pdf,2025-11-24_SK증권_산업,16,25,N,P1,정량키워드,시장·회사,EV|ESS,LG에너지솔루션|SK온,,,북미|한국,수요|캐파,캐파,%|GWH,,13,대기
inbox,iM증권_LG에너지솔루션_ESS 수주가 다 찼다_20260511.pdf,2026-05-11_iM증권_LGES,1,6,N,P1,정량키워드,시장,EV|ESS,LG에너지솔루션,,데이터센터|Grid/Utility,미국,생산능력|수요|용량|YoY,생산능력,%,수주·계약,13,대기
inbox,iM증권_LG에너지솔루션_하반기에도 ESS 중심 실적 개선세 지속_20260731.pdf,2026-07-31_iM증권_LGES,1,6,N,P1,정량키워드,시장,EV|ESS,LG에너지솔루션|Tesla,,데이터센터,미국|유럽|중국,생산량|생산능력|수요|YoY,생산량|생산능력,%,,13,보류
inbox,iM증권_SK이노베이션_두 번의 전쟁으로 완전히 꼬여 버린 에너지 수급_20260731.pdf,2026-07-31_iM증권_SK온,1,8,N,P1,정량키워드,시장,EV,SK온,JV,,글로벌|미국|유럽|중국,생산량|수요,생산량,%,,13,대기
inbox,iM증권_삼성SDI_ESS로의 사업 전환 가속화 전망_20260731.pdf,2026-07-31_iM증권_삼성SDI,1,6,N,P1,정량키워드,시장,EV|ESS,삼성SDI,JV,,미국|유럽,출하량|수요|점유율|YoY,출하량,%,수주·계약,13,대기
inbox,iM증권_전자장비와기기_미국 ESS 산업 구조 변화의 시작(한국 배터리 산업의 제2의 서막)_20250725.pdf,2025-07-25_iM증권_산업,4,20,N,P1,정량키워드,시장,EV|ESS,Tesla,,데이터센터,북미|미국|유럽|중국|한국,수요|용량,,GWH,,13,대기
inbox,iM증권_전자장비와기기_미국 ESS 산업 구조 변화의 시작(한국 배터리 산업의 제2의 서막)_20250725.pdf,2025-07-25_iM증권_산업,5,20,N,P1,정량키워드,시장·회사,ESS,LG에너지솔루션|CATL|BYD|Panasonic|CALB,,,미국|중국|한국,출하량|용량|점유율,출하량,%|GWH,,13,대기
inbox,iM증권_전자장비와기기_미국 ESS 산업 구조 변화의 시작(한국 배터리 산업의 제2의 서막)_20250725.pdf,2025-07-25_iM증권_산업,15,20,N,P1,정량키워드,시장·회사,EV|ESS,LG에너지솔루션|삼성SDI,,상업·산업용(C&I),북미|미국|한국,판매량|수요|침투율,판매량,GWH,수주·계약,13,대기
inbox,교보증권_LG에너지솔루션_1Q26 Preview 컨센서스 소폭 하회_20260330.pdf,2026-03-30_교보증권_LGES,1,4,N,P1,정량키워드,시장,EV|ESS,LG에너지솔루션,,데이터센터,북미,수요|YoY,,%,,13,대기
inbox,교보증권_LG에너지솔루션_1Q26 Review ESS 체질 전환 가속화_20260504.pdf,2026-05-04_교보증권_LGES,1,4,N,P1,정량키워드,시장·회사,EV|ESS,LG에너지솔루션,,,북미,수요|YoY|캐파,캐파,%|GWH,수주·계약,13,보류
inbox,교보증권_삼성SDI_1Q26 Preview 컨센서스 소폭 상회_20260330.pdf,2026-03-30_교보증권_삼성SDI,1,4,N,P1,정량키워드,시장,EV|ESS,삼성SDI,,데이터센터,글로벌|유럽,수요|YoY,,%,,13,대기
inbox,교보증권_삼성SDI_1Q26 Preview_20260408.pdf,2026-04-08_교보증권_삼성SDI,1,3,N,P3,정량키워드,시장,EV|ESS,삼성SDI,,데이터센터,글로벌|유럽,수요|YoY,,%,수주·계약,13,대기
inbox,다올투자증권_전자장비와기기_AI가 쏘아올린 ESS 시장의 개화와 한국의 배터리_20251119.pdf,2025-11-19_다올투자증권_산업,17,45,N,P1,정량키워드,시장·회사,EV|ESS,LG에너지솔루션|삼성SDI|CATL,,,미국|중국|한국,생산능력|수요|용량,생산능력,%|GWH|만대,,13,대기
inbox,다올투자증권_전자장비와기기_AI가 쏘아올린 ESS 시장의 개화와 한국의 배터리_20251119.pdf,2025-11-19_다올투자증권_산업,30,45,N,P1,정량키워드,시장·회사,EV|ESS,LG에너지솔루션,,,미국,생산능력|YoY,생산능력,%|GWH,,13,대기
inbox,다올투자증권_전자장비와기기_AI가 쏘아올린 ESS 시장의 개화와 한국의 배터리_20251119.pdf,2025-11-19_다올투자증권_산업,35,45,N,P3,정량키워드,시장,EV|ESS,삼성SDI,,UPS,미국|유럽,YoY,,%|GWH,수주·계약,13,대기
inbox,대신증권_삼성SDI_안정성에 성장성까지!_20260506.pdf,2026-05-06_대신증권_삼성SDI,1,8,N,P1,정량키워드,시장·회사,EV|ESS,삼성SDI,,,북미|미국|유럽|중국,출하량|점유율|YoY|캐파|CAPA,출하량|캐파|CAPA,%|GWH,수주·계약,13,대기
inbox,대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,2023-07-06_대신증권_산업,1,120,N,P3,정량키워드,시장,EV,LG에너지솔루션|삼성SDI|CATL,JV,,북미|중국,수요,,%|GWH,수주·계약,13,대기
inbox,대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,2023-07-06_대신증권_산업,25,120,N,P1,정량키워드,시장·회사,EV,LG에너지솔루션|CATL|Tesla,JV,,북미,판매량|수요|침투율,판매량,%|GWH|만대,수주·계약,13,대기
inbox,대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,2023-07-06_대신증권_산업,26,120,N,P1,정량키워드,시장·회사,EV,Tesla,,,글로벌|북미|미국,수요|sales,sales,%|GWH,수주·계약,13,대기
inbox,대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,2023-07-06_대신증권_산업,29,120,N,P1,정량키워드,시장·회사,EV,Tesla,,,북미,판매량|수요|점유율,판매량,%|GWH,,13,대기
