source_group,source_file,source_ids,page,page_count,legacy_covered,priority,selection_reason,candidate_type,markets,companies,ownership_signals,applications,geographies,metrics,company_metrics,units,risk_flags,score,visual_review_status
inbox,"삼성증권_자동차_Beyond Chasm 로봇의 심장, 배터리_20250321.pdf",2025-03-21_삼성증권_산업,16,79,N,P2,정량키워드,시장,EV,,,,한국,생산능력|수요|용량,생산능력,%,,10,대기
inbox,상상인증권_자동차_2025년 연간 전망 완성차와 배터리에 기대할 수 있는 것_20241021.pdf,2024-10-21_상상인증권_산업,35,74,N,P2,정량키워드,시장,EV,,,,북미|미국|유럽,판매대수|수요|YoY,,%,,10,대기
inbox,상상인증권_자동차_2025년 연간 전망 완성차와 배터리에 기대할 수 있는 것_20241021.pdf,2024-10-21_상상인증권_산업,45,74,N,P3,정량키워드,시장,EV,,,,북미,판매대수|YoY,,%,수주·계약,10,대기
inbox,상상인증권_자동차_2025년 연간 전망 완성차와 배터리에 기대할 수 있는 것_20241021.pdf,2024-10-21_상상인증권_산업,49,74,N,P3,정량키워드,시장,EV,,,,북미|중국,YoY,,%|만대,수주·계약,10,대기
inbox,"신영증권_LG에너지솔루션_하방은 제한적, ESS가 이끄는 2026년_20260331.pdf",2026-03-31_신영증권_LGES,2,5,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션,,,,YoY,,%,,10,대기
inbox,신영증권_삼성SDI_더 큰 서프라이즈_20260731.pdf,2026-07-31_신영증권_삼성SDI,2,6,N,P2,정량키워드,시장,EV,LG에너지솔루션|삼성SDI,,,,YoY,,%,,10,대기
inbox,유안타증권_LG에너지솔루션_영업이익 기준 컨센서스 하회 실적 기록_20260409.pdf,2026-04-09_유안타증권_LGES,2,3,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션,,,,YoY,,%,,10,대기
inbox,유안타증권_SK이노베이션_국민 에너지 기업으로 재평가 되어야…_20260522.pdf,2026-05-22_유안타증권_SK온,6,8,N,P2,정량키워드,시장,EV,,,,중국,캐파,캐파,%|GW,,10,대기
inbox,유안타증권_삼성SDI_ESS 전 라인업 중심으로 외형성장 지속_20260624.pdf,2026-06-24_유안타증권_삼성SDI,2,3,N,P2,정량키워드,시장,EV|ESS,삼성SDI,,,,YoY,,%,,10,대기
inbox,"유안타증권_삼성SDI_남아있는 모멘텀, 올해 셀 Top Pick 유지_20260506.pdf",2026-05-06_유안타증권_삼성SDI,2,4,N,P2,정량키워드,시장,EV|ESS,삼성SDI,,,,YoY,,%,,10,대기
inbox,유안타증권_삼성SDI_하반기 흑전 + ESS 중심 수주 확대 기대_20260402.pdf,2026-04-02_유안타증권_삼성SDI,2,3,N,P2,정량키워드,시장,EV|ESS,삼성SDI,,,,YoY,,%,,10,대기
inbox,유안타증권_전자장비와기기_파고들다 II. 46시리즈와 전고체 배터리_20250402.pdf,2025-04-02_유안타증권_산업,26,60,N,P3,정량키워드,시장,EV,,,,북미,용량,,대|만대,수주·계약,10,대기
inbox,유안타증권_전자장비와기기_파고들다 II. 46시리즈와 전고체 배터리_20250402.pdf,2025-04-02_유안타증권_산업,46,60,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션,,,,YoY,,%,,10,대기
inbox,유진투자증권_전자장비와기기_2026 연간전망 2026년 희망의 K배터리 밸류체인_20251124.pdf,2025-11-24_유진투자증권_산업,6,73,N,P2,정량키워드,시장,ESS,,,BESS,글로벌|미국|유럽,설치용량|용량,,GW,,10,대기
inbox,유진투자증권_전자장비와기기_2026 연간전망 2026년 희망의 K배터리 밸류체인_20251124.pdf,2025-11-24_유진투자증권_산업,22,73,N,P2,정량키워드,시장,EV,,,,유럽,판매대수|성장률|YoY|sales,sales,%,,10,대기
inbox,유진투자증권_전자장비와기기_2026 연간전망 2026년 희망의 K배터리 밸류체인_20251124.pdf,2025-11-24_유진투자증권_산업,47,73,N,P2,정량키워드,시장,EV|ESS,,,,글로벌|북미|미국|유럽|중국,수요|YoY,,%,,10,대기
inbox,유진투자증권_전자장비와기기_2026 연간전망 2026년 희망의 K배터리 밸류체인_20251124.pdf,2025-11-24_유진투자증권_산업,51,73,N,P2,정량키워드,시장,EV|ESS,,,,북미|유럽|중국,수요|캐파,캐파,%,,10,대기
inbox,유진투자증권_전자장비와기기_2026 연간전망 2026년 희망의 K배터리 밸류체인_20251124.pdf,2025-11-24_유진투자증권_산업,64,73,N,P2,정량키워드,시장,EV|ESS,,,통신 등 기타,글로벌|미국|유럽,수요,,%,,10,대기
inbox,유진투자증권_전자장비와기기_2026 연간전망 2026년 희망의 K배터리 밸류체인_20251124.pdf,2025-11-24_유진투자증권_산업,68,73,N,P2,정량키워드,시장,EV|ESS,,,데이터센터,글로벌|미국,수요,,%,,10,대기
inbox,유진투자증권_전자장비와기기_2H26 OUTLOOK 화려한 배터리 테마주 장세 시작_20260517.pdf,2026-05-17_유진투자증권_산업,42,101,N,P2,정량키워드,시장,EV,,,,유럽,판매대수|성장률|YoY|sales,sales,%,,10,대기
inbox,유진투자증권_전자장비와기기_2H26 OUTLOOK 화려한 배터리 테마주 장세 시작_20260517.pdf,2026-05-17_유진투자증권_산업,83,101,N,P2,정량키워드,시장,EV|ESS,,,BESS,글로벌|미국|중국,수요,,%,,10,대기
inbox,유진투자증권_전자장비와기기_2H26 OUTLOOK 화려한 배터리 테마주 장세 시작_20260517.pdf,2026-05-17_유진투자증권_산업,87,101,N,P2,정량키워드,시장,EV|ESS,,,데이터센터|BESS,미국|유럽,수요,,%,,10,대기
inbox,유진투자증권_전자장비와기기_2H26 OUTLOOK 화려한 배터리 테마주 장세 시작_20260517.pdf,2026-05-17_유진투자증권_산업,92,101,N,P2,정량키워드,시장,EV|ESS,,,BESS,미국,수요,,%,,10,대기
inbox,유진투자증권_전자장비와기기_2H26 OUTLOOK 화려한 배터리 테마주 장세 시작_20260517.pdf,2026-05-17_유진투자증권_산업,97,101,N,P2,정량키워드,시장,EV,,,,중국,판매량|수요,판매량,%,수주·계약,10,대기
inbox,유진투자증권_전자장비와기기_배터리 2024 OUTLOOK TREND SETTER_20231121.pdf,2023-11-21_유진투자증권_산업,14,71,N,P2,정량키워드,시장,EV,,,,중국|한국,점유율|capacity,capacity,%,,10,대기
inbox,유진투자증권_전자장비와기기_배터리 2024 OUTLOOK TREND SETTER_20231121.pdf,2023-11-21_유진투자증권_산업,25,71,N,P2,정량키워드,시장,EV,Tesla,,,,용량,,%,,10,대기
inbox,유진투자증권_전자장비와기기_배터리 2024 OUTLOOK TREND SETTER_20231121.pdf,2023-11-21_유진투자증권_산업,41,71,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션|CATL|Tesla,,,,용량,,%,,10,대기
inbox,유진투자증권_전자장비와기기_배터리 2024 OUTLOOK TREND SETTER_20231121.pdf,2023-11-21_유진투자증권_산업,66,71,N,P2,정량키워드,시장,EV,,,,미국|한국,판매량|성장률,판매량,%,,10,대기
inbox,"키움증권_LG에너지솔루션_중장기 성장성 확인, 다만 단기 ESS 수익성 우려_20260731.pdf",2026-07-31_키움증권_LGES,2,8,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션|CATL,,,,YoY,,%,,10,대기
inbox,키움증권_LG에너지솔루션_휴머노이드 배터리 공급 확대_20260324.pdf,2026-03-24_키움증권_LGES,2,4,N,P3,정량키워드,시장,ESS,LG에너지솔루션,,,,YoY,,%,수주·계약,10,대기
inbox,핀릿_삼성SDI_배터리주가 아니라 로봇 심장주로 봐야 하는 이유_20260615.pdf,2026-06-15_핀릿_삼성SDI,1,3,N,P3,정량키워드,시장,EV|ESS,,,데이터센터|UPS,미국,수요,,%,수주·계약,10,대기
inbox,"하나증권_전자장비와기기_Weekly 이배속  ESS 성장 지속, 기대감 없는 EV의 반등_20260406.pdf",2026-04-06_하나증권_산업,4,29,N,P2,정량키워드,시장,EV,LG에너지솔루션|삼성SDI|SK온|CATL|BYD|Panasonic,,,,성장률,,대,,10,대기
inbox,"하나증권_전자장비와기기_Weekly 이배속  ESS 성장 지속, 기대감 없는 EV의 반등_20260406.pdf",2026-04-06_하나증권_산업,5,29,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션|삼성SDI|Tesla,,,,성장률,,대,,10,대기
inbox,"하나증권_전자장비와기기_Weekly 이배속  ESS 성장 지속, 기대감 없는 EV의 반등_20260406.pdf",2026-04-06_하나증권_산업,28,29,N,P2,정량키워드,시장,EV|ESS,삼성SDI,,,,YoY,,%,,10,대기
inbox,하나증권_전자장비와기기_배터리 징비록_20250516.pdf,2025-05-16_하나증권_산업,11,57,N,P2,정량키워드,시장,EV,,,,미국,판매량|판매대수|침투율|점유율|성장률|YoY,판매량,%,,10,대기
inbox,하나증권_전자장비와기기_배터리 징비록_20250516.pdf,2025-05-16_하나증권_산업,21,57,N,P2,정량키워드,회사,,CATL|CALB,,,미국|유럽|중국|한국,점유율|CAPA,CAPA,GWH,,10,대기
inbox,하나증권_전자장비와기기_배터리 징비록_20250516.pdf,2025-05-16_하나증권_산업,24,57,N,P2,정량키워드,시장,EV,,,,글로벌|북미|미국|유럽|중국|한국,점유율,,%|GWH,,10,대기
inbox,하나증권_전자장비와기기_배터리 징비록_20250516.pdf,2025-05-16_하나증권_산업,26,57,N,P2,정량키워드,시장,EV,,,,북미|미국|유럽|중국|한국,수요|침투율|점유율|CAPA,CAPA,%,,10,대기
inbox,하나증권_전자장비와기기_배터리 징비록_20250516.pdf,2025-05-16_하나증권_산업,33,57,N,P2,정량키워드,시장,EV|ESS,,,,글로벌|북미,용량,,%|대,,10,대기
inbox,하나증권_전자장비와기기_배터리 징비록_20250516.pdf,2025-05-16_하나증권_산업,37,57,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션,,,,YoY,,%,,10,대기
inbox,하나증권_전자장비와기기_배터리 징비록_20250516.pdf,2025-05-16_하나증권_산업,41,57,N,P2,정량키워드,시장,EV|ESS,삼성SDI,,,,YoY,,%,,10,대기
inbox,하나증권_전자장비와기기_배터리 징비록_20250516.pdf,2025-05-16_하나증권_산업,43,57,N,P2,정량키워드,시장,EV,,,,글로벌|북미|미국|유럽|중국|한국,수요|침투율|점유율,,%,,10,대기
inbox,하나증권_전자장비와기기_배터리 징비록_20250516.pdf,2025-05-16_하나증권_산업,47,57,N,P2,정량키워드,시장,EV,,,,글로벌|북미|미국|유럽|중국|한국,수요|침투율|점유율|CAPA,CAPA,%,,10,대기
inbox,하나증권_전자장비와기기_배터리 투자자가 준비해야 하는 3가지_20260608.pdf,2026-06-08_하나증권_산업,4,30,N,P2,정량키워드,시장,EV,LG에너지솔루션|삼성SDI|SK온|CATL|BYD|Panasonic,,,,성장률,,대,,10,대기
inbox,하나증권_전자장비와기기_배터리 투자자가 준비해야 하는 3가지_20260608.pdf,2026-06-08_하나증권_산업,5,30,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션|삼성SDI|Tesla,,,,성장률,,대,,10,대기
inbox,하나증권_전자장비와기기_인터배터리가 투자자에게 주는 함의_20260316.pdf,2026-03-16_하나증권_산업,8,53,N,P2,정량키워드,시장,ESS,LG에너지솔루션|삼성SDI,,데이터센터|UPS,,점유율,,%,,10,대기
inbox,하나증권_전자장비와기기_인터배터리가 투자자에게 주는 함의_20260316.pdf,2026-03-16_하나증권_산업,18,53,N,P2,정량키워드,시장,EV,LG에너지솔루션|삼성SDI|SK온,,,,용량,,%,,10,대기
inbox,"현대차증권_LG에너지솔루션_아쉬운 1분기. 하지만, 방향성은 유효_20260504.pdf",2026-05-04_현대차증권_LGES,5,7,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션,,,,YoY,,%,,10,대기
inbox,흥국증권_LG에너지솔루션_ESS 성장 과도기_20260409.pdf,2026-04-09_흥국증권_LGES,2,5,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션,,,,YoY,,%,,10,대기
inbox,흥국증권_삼성SDI_ESS 생산 체제 안정화_20260408.pdf,2026-04-08_흥국증권_삼성SDI,2,5,N,P2,정량키워드,시장,EV|ESS,삼성SDI,,,,YoY,,%,,10,대기
inbox,흥국증권_전자장비와기기_2025년 미리보기 전열 재정비(ft.4680 배터리 로드맵)_20250203.pdf,2025-02-03_흥국증권_산업,17,46,N,P2,정량키워드,시장,EV,삼성SDI|CATL,,,,판매량,판매량,%,,10,대기
actuals,25_1Q_Script.pdf,,6,17,N,P3,정량키워드,시장,EV|ESS,,,,미국|유럽|중국,수요,,%,,9,대기
actuals,25_1Q_Script.pdf,,10,17,N,P3,정량키워드,시장,EV|ESS,,,,북미|유럽,수요|캐파,캐파,%,,9,대기
actuals,25_2Q_Script.pdf,,2,23,N,P3,정량키워드,시장,EV|ESS,,,,북미|미국|유럽|중국,출하량|수요|CAPA,출하량|CAPA,%,,9,대기
actuals,25_2Q_Script.pdf,,6,23,N,P3,정량키워드,시장,EV,,,,북미|미국|중국,수요,,%,,9,대기
actuals,25_2Q_Script.pdf,,7,23,N,P3,정량키워드,시장,EV|ESS,,,,북미|미국|유럽|중국,수요,,%,,9,대기
actuals,25_4Q_Script.pdf,,7,18,N,P3,정량키워드,시장,EV,,,상업·산업용(C&I),북미|미국,수요,,%,수주·계약,9,대기
actuals,25_4Q_Script.pdf,,8,18,N,P3,정량키워드,시장,EV|ESS,,,,북미,수요|CAPA,CAPA,%,,9,대기
actuals,25_4Q_Script.pdf,,17,18,N,P3,정량키워드,시장,EV|ESS,,,,글로벌,수요|용량,,%,,9,대기
actuals,26_1Q_LGES_business_performance_F_KR.pdf,2026_1Q_LGES|LGES,5,16,N,P3,정량키워드,시장,EV|ESS,,,,북미,수요|CAPA,CAPA,%,,9,대기
actuals,26_1Q_Script.pdf,2026_1Q_LGES,7,14,N,P3,정량키워드,시장,ESS,,,,북미|미국|유럽,출하량|수요|CAPA,출하량|CAPA,%,,9,대기
actuals,26_1Q_Script.pdf,2026_1Q_LGES,10,14,N,P3,정량키워드,시장,EV|ESS,,,,글로벌|북미|유럽|중국,판매량|수요|CAPA,판매량|CAPA,GWH,수주·계약,9,대기
actuals,26_2Q_LGES_business_performance_F_KR.pdf,2026_2Q_LGES,5,16,N,P3,정량키워드,시장,EV|ESS,,,,북미|유럽,수요|CAPA,CAPA,%,,9,대기
inbox,IBK투자증권_LG에너지솔루션_90 - 20 = 70_20260731.pdf,2026-07-31_IBK투자증권_LGES,4,6,N,P3,정량키워드,회사,,LG에너지솔루션,,,북미,CAPA,CAPA,GWH,,9,대기
inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,22,136,N,P3,정량키워드,회사,,LG에너지솔루션|Tesla,,,글로벌|중국,출하량,출하량,%|MWH,,9,대기
inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,24,136,N,P3,정량키워드,회사,,CATL|Tesla,,,글로벌|중국,출하량,출하량,%|MWH,,9,대기
inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,26,136,N,P3,정량키워드,회사,,Panasonic|Tesla,,,글로벌|중국,출하량,출하량,%|MWH,,9,대기
inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,39,136,N,P3,정량키워드,회사,,CATL|Tesla,,,유럽,출하량,출하량,%|MWH,,9,대기
inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,41,136,N,P3,정량키워드,회사,,Panasonic|Tesla,,,북미|유럽,출하량,출하량,%|MWH,,9,대기
inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,53,136,N,P3,정량키워드,회사,,CATL|Tesla,,,북미,출하량,출하량,%|MWH,,9,대기
inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,55,136,N,P3,정량키워드,회사,,Panasonic|Tesla,,,북미,출하량,출하량,%|MWH,,9,대기
inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,70,136,N,P3,정량키워드,회사,,LG에너지솔루션|CATL,,,유럽|중국|한국,CAPA,CAPA,GWH,,9,대기
inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,94,136,N,P3,정량키워드,시장,EV,,,,,침투율|YoY|CAPA,CAPA,%,,9,대기
inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,102,136,N,P3,정량키워드,시장,EV|ESS,,,,미국|유럽|한국,CAPA,CAPA,%,,9,대기
inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,67,116,N,P3,정량키워드,회사,,Tesla,,,북미|유럽,생산능력|CAPA,생산능력|CAPA,GWH,,9,대기
inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,111,116,N,P3,정량키워드,시장,EV,,,,글로벌|한국,CAPA,CAPA,%,,9,대기
inbox,LS증권_삼성SDI_2Q26 Review_20260731.pdf,2026-07-31_LS증권_삼성SDI,6,9,N,P3,정량키워드,시장,EV,,,,글로벌|중국,점유율,,GWH,,9,대기
inbox,"SK증권_전자장비와기기_K-배터리, 네 가지 위기와 미래 승부수_20250610.pdf",2025-06-10_SK증권_산업,7,64,N,P3,정량키워드,회사,,LG에너지솔루션,,,,출하량|수요|캐파,출하량|캐파,GWH,,9,대기
inbox,"SK증권_전자장비와기기_K-배터리, 네 가지 위기와 미래 승부수_20250610.pdf",2025-06-10_SK증권_산업,8,64,N,P3,정량키워드,회사,,LG에너지솔루션,,,,출하량|생산능력|수요|캐파,출하량|생산능력|캐파,GWH,,9,대기
inbox,"SK증권_전자장비와기기_K-배터리, 네 가지 위기와 미래 승부수_20250610.pdf",2025-06-10_SK증권_산업,14,64,N,P3,정량키워드,회사,,SK온,,,,출하량|수요|캐파,출하량|캐파,GWH,수주·계약,9,대기
inbox,SK증권_전자장비와기기_배터리 패러다임의 변화 (feat. IT 탐방왕이 바라본 2차전지)_20230523.pdf,2023-05-23_SK증권_산업,14,142,N,P3,정량키워드,시장,EV,삼성SDI|SK온,,,,성장률,,%,,9,대기
inbox,SK증권_전자장비와기기_배터리 패러다임의 변화 (feat. IT 탐방왕이 바라본 2차전지)_20230523.pdf,2023-05-23_SK증권_산업,20,142,N,P3,정량키워드,시장,EV,,,,,출하량|수요|침투율|성장률,출하량,만대,,9,대기
inbox,SK증권_전자장비와기기_배터리 패러다임의 변화 (feat. IT 탐방왕이 바라본 2차전지)_20230523.pdf,2023-05-23_SK증권_산업,43,142,N,P3,정량키워드,시장,EV|ESS,,,,중국,출하량|수요|성장률,출하량,%,,9,대기
inbox,SK증권_전자장비와기기_배터리 패러다임의 변화 (feat. IT 탐방왕이 바라본 2차전지)_20230523.pdf,2023-05-23_SK증권_산업,76,142,N,P3,정량키워드,시장,EV|ESS,,,,미국|유럽|중국|한국,캐파,캐파,%,,9,대기
inbox,SK증권_전자장비와기기_배터리 패러다임의 변화 (feat. IT 탐방왕이 바라본 2차전지)_20230523.pdf,2023-05-23_SK증권_산업,86,142,N,P3,정량키워드,시장,EV|ESS,,,,,수요|성장률|YoY,,%,,9,대기
inbox,SK증권_전자장비와기기_배터리 패러다임의 변화 (feat. IT 탐방왕이 바라본 2차전지)_20230523.pdf,2023-05-23_SK증권_산업,87,142,N,P3,정량키워드,시장,EV|ESS,,,,,성장률|YoY,,%,,9,대기
inbox,SK증권_전자장비와기기_배터리 패러다임의 변화 (feat. IT 탐방왕이 바라본 2차전지)_20230523.pdf,2023-05-23_SK증권_산업,89,142,N,P3,정량키워드,시장,EV|ESS,,,,중국|한국,캐파,캐파,%,,9,대기
inbox,SK증권_전자장비와기기_배터리 패러다임의 변화 (feat. IT 탐방왕이 바라본 2차전지)_20230523.pdf,2023-05-23_SK증권_산업,94,142,N,P3,정량키워드,시장,EV,,,,,수요|YoY|CAPA,CAPA,%,수주·계약,9,대기
inbox,SK증권_전자장비와기기_배터리 패러다임의 변화 (feat. IT 탐방왕이 바라본 2차전지)_20230523.pdf,2023-05-23_SK증권_산업,125,142,N,P3,정량키워드,시장,EV,,,,,출하량|성장률|YoY,출하량,%,,9,대기
inbox,iM증권_SK이노베이션_국내 정유사들 중에서 차별화되는 포인트 2가지_20260514.pdf,2026-05-14_iM증권_SK온,3,8,N,P3,정량키워드,회사,,SK온,,,,판매량,판매량,%|GW,,9,대기
inbox,iM증권_SK이노베이션_미국 TerraPower 방문 후기  중장기 SMR 경쟁력에 대한 소고_20260616.pdf,2026-06-16_iM증권_SK온,3,8,N,P3,정량키워드,회사,,SK온,,,,판매량,판매량,%|GW,,9,대기
inbox,iM증권_전자장비와기기_미국 ESS 산업 구조 변화의 시작(한국 배터리 산업의 제2의 서막)_20250725.pdf,2025-07-25_iM증권_산업,8,20,N,P3,정량키워드,시장,ESS,,,데이터센터|Grid/Utility|통신 등 기타,미국|중국|한국,수요,,%,,9,대기
inbox,iM증권_전자장비와기기_미국 ESS 산업 구조 변화의 시작(한국 배터리 산업의 제2의 서막)_20250725.pdf,2025-07-25_iM증권_산업,12,20,N,P3,정량키워드,시장,ESS,,,,미국|중국|한국,점유율,,%,,9,대기
inbox,다올투자증권_전자장비와기기_AI가 쏘아올린 ESS 시장의 개화와 한국의 배터리_20251119.pdf,2025-11-19_다올투자증권_산업,2,45,N,P3,정량키워드,시장,EV|ESS,,,,유럽|중국|한국,수요,,%|TWH,,9,대기
inbox,다올투자증권_전자장비와기기_AI가 쏘아올린 ESS 시장의 개화와 한국의 배터리_20251119.pdf,2025-11-19_다올투자증권_산업,20,45,N,P3,정량키워드,시장,ESS,,,데이터센터,,수요,,GW|GWH,,9,대기
inbox,대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,2023-07-06_대신증권_산업,6,120,N,P3,정량키워드,시장,EV,CATL|BYD|Tesla,,,,용량,,%,,9,대기
inbox,대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,2023-07-06_대신증권_산업,19,120,N,P3,정량키워드,시장,EV,Tesla,,,,용량,,%,,9,대기
inbox,대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,2023-07-06_대신증권_산업,24,120,N,P3,정량키워드,회사,,LG에너지솔루션,,,북미|미국,캐파,캐파,%|GWH,,9,대기
inbox,대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,2023-07-06_대신증권_산업,73,120,N,P3,정량키워드,시장,EV,,,,,판매량|출하량|수요|YoY|캐파,판매량|출하량|캐파,%,수주·계약,9,대기
inbox,대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,2023-07-06_대신증권_산업,75,120,N,P3,정량키워드,시장,EV|ESS,,,,,YoY|캐파,캐파,%,,9,대기
inbox,대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,2023-07-06_대신증권_산업,99,120,N,P3,정량키워드,시장,EV,,,,,YoY|sales,sales,%,,9,대기
inbox,"삼성증권_자동차_Beyond Chasm 로봇의 심장, 배터리_20250321.pdf",2025-03-21_삼성증권_산업,14,79,N,P3,정량키워드,시장,EV,,,,미국|유럽|중국|한국,수요,,백만대,,9,대기
inbox,상상인증권_자동차_2025년 연간 전망 완성차와 배터리에 기대할 수 있는 것_20241021.pdf,2024-10-21_상상인증권_산업,6,74,N,P3,정량키워드,시장,EV,,,,,수요|YoY,,GWH,,9,대기
inbox,상상인증권_자동차_2025년 연간 전망 완성차와 배터리에 기대할 수 있는 것_20241021.pdf,2024-10-21_상상인증권_산업,8,74,N,P3,정량키워드,시장,EV,,,,,판매대수|YoY,,만대,,9,대기
inbox,상상인증권_자동차_2025년 연간 전망 완성차와 배터리에 기대할 수 있는 것_20241021.pdf,2024-10-21_상상인증권_산업,17,74,N,P3,정량키워드,시장,EV,,,,북미,판매대수,,%,,9,대기
inbox,상상인증권_자동차_2025년 연간 전망 완성차와 배터리에 기대할 수 있는 것_20241021.pdf,2024-10-21_상상인증권_산업,58,74,N,P3,정량키워드,시장,EV,,,,,판매대수|YoY,,%,,9,대기
inbox,유안타증권_전자장비와기기_파고들다 II. 46시리즈와 전고체 배터리_20250402.pdf,2025-04-02_유안타증권_산업,51,60,N,P3,정량키워드,시장,EV,,,,글로벌,YoY,,%,,9,대기
inbox,유진투자증권_전자장비와기기_2026 연간전망 2026년 희망의 K배터리 밸류체인_20251124.pdf,2025-11-24_유진투자증권_산업,35,73,N,P3,정량키워드,시장,EV,,,,미국,판매량,판매량,%,,9,대기
inbox,유진투자증권_전자장비와기기_2026 연간전망 2026년 희망의 K배터리 밸류체인_20251124.pdf,2025-11-24_유진투자증권_산업,55,73,N,P3,정량키워드,시장,EV|ESS,,,,북미|미국|유럽,수요,,%,,9,대기
inbox,유진투자증권_전자장비와기기_2H26 OUTLOOK 화려한 배터리 테마주 장세 시작_20260517.pdf,2026-05-17_유진투자증권_산업,5,101,N,P3,정량키워드,시장,ESS,,,BESS,유럽,수요,,GWH,,9,대기
inbox,유진투자증권_전자장비와기기_2H26 OUTLOOK 화려한 배터리 테마주 장세 시작_20260517.pdf,2026-05-17_유진투자증권_산업,10,101,N,P3,정량키워드,시장,ESS,,,Grid/Utility|BESS,미국|유럽|중국,수요,,MWH,,9,대기
inbox,유진투자증권_전자장비와기기_2H26 OUTLOOK 화려한 배터리 테마주 장세 시작_20260517.pdf,2026-05-17_유진투자증권_산업,63,101,N,P3,정량키워드,시장,EV,,,,글로벌|북미|미국|유럽,성장률,,%,,9,대기
inbox,유진투자증권_전자장비와기기_2H26 OUTLOOK 화려한 배터리 테마주 장세 시작_20260517.pdf,2026-05-17_유진투자증권_산업,71,101,N,P3,정량키워드,시장,EV,,,,미국|중국,수요,,%,,9,대기
inbox,유진투자증권_전자장비와기기_배터리 2024 OUTLOOK TREND SETTER_20231121.pdf,2023-11-21_유진투자증권_산업,32,71,N,P3,정량키워드,시장,EV,,,,,수요|용량|침투율|점유율,,%,,9,대기
inbox,하나증권_전자장비와기기_배터리 징비록_20250516.pdf,2025-05-16_하나증권_산업,12,57,N,P3,정량키워드,시장,EV,,,,유럽|중국,성장률,,%,,9,대기
inbox,하나증권_전자장비와기기_배터리 징비록_20250516.pdf,2025-05-16_하나증권_산업,28,57,N,P3,정량키워드,시장,EV|ESS,,,,글로벌|북미|유럽|중국,YoY,,%,,9,대기
actuals,2025.4Q_IR_Final_Kr.pdf,삼성SDI,6,9,N,P3,정량키워드,시장,EV|ESS,,,,,YoY,,%,,8,대기
actuals,2025.4Q_IR_Final_Kr.pdf,삼성SDI,7,9,N,P3,정량키워드,시장,EV|ESS,,,,,CAPA,CAPA,GWH,수주·계약,8,대기
actuals,25_3Q_Script.pdf,,8,22,N,P3,정량키워드,시장,EV|ESS,,,,,용량,,%,,8,대기
actuals,25_4Q_LGES_business_performance_F_KR.pdf,LGES,6,17,N,P3,정량키워드,시장,EV|ESS,,,,북미|미국,수요,,%,,8,대기
actuals,26_1Q_LGES_business_performance_F_KR.pdf,2026_1Q_LGES|LGES,10,16,N,P3,정량키워드,시장,EV|ESS,,,Grid/Utility,,수요,,%,,8,대기
inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,85,136,N,P3,정량키워드,시장,EV|ESS,,,,,YoY,,%,,8,대기
inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,91,136,N,P3,정량키워드,시장,EV|ESS,,,,,YoY,,%,,8,대기
inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,98,136,N,P3,정량키워드,시장,EV,,,,,CAPA,CAPA,%,,8,대기
